title,price,original_price,image_path,category,sku
"Nippon 9 pro X Android stereo 2/32 GB with certified Wireless CarPlay &amp; Android auto",12900,12900,"/images/products/nippon-9-pro-x-android-stereo-2-32-gb-with-certified-wireles.jpg","Car Stereos","SC-0152"
"Nippon NDROID 9T 2/64 GB Android Stereo with QLED Display (Certified Wireless CarPlay &amp; Android Auto)",10900,10900,"/images/products/nippon-ndroid-9t-2-64-gb-android-stereo-with-qled-display-ce.jpg","Car Stereos","SC-0153"
"Nippon NDROID 9T 4/64GB Android Stereo with QLED Display (Certified CarPlay &amp; Android Auto)",11900,11900,"/images/products/nippon-ndroid-9t-4-64gb-android-stereo-with-qled-display-cer.jpg","Car Stereos","SC-0154"
"Nippon NDROID 9U Android Stereo 4/64Gb 360 Support",16500,16500,"/images/products/nippon-ndroid-9u-android-stereo-4-64gb-360-support.jpg","Car Stereos","SC-0155"
"Nippon Tyre Inflator 12V with analog meter and emergency light",2750,2750,"/images/products/nippon-tyre-inflator-12v-with-analog-meter-and-emergency-lig.jpg","Lighting","SC-0156"
"Nissan Magnite android stereo - 4/64 GB With Android Frame",6800,6800,"/images/products/nissan-magnite-android-stereo-4-64-gb-with-android-frame.jpg","Car Stereos","SC-0157"
"Old Brezza 9 inches Android Frame with Coupler",1400,1400,"/images/products/old-brezza-9-inches-android-frame-with-coupler.jpg","Car Stereos","SC-0158"
"Old Creta android stereo - 4/64 GB With Android Frame",6800,6800,"/images/products/old-creta-android-stereo-4-64-gb-with-android-frame.jpg","Car Stereos","SC-0159"
"Onkyo  X-QD1120 PRO android stereo with certified wireless CarPlay &amp; Android Auto 4GB/64GB (Free AHD Reverse Camera)",14830,14830,"/images/products/onkyo-x-qd1120-pro-android-stereo-with-certified-wireless-ca.jpg","Car Stereos","SC-0160"
"Onkyo Fog Light Projectors - 2 Inches Projector Fog Lights",10200,10200,"/images/products/onkyo-fog-light-projectors-2-inches-projector-fog-lights.jpg","Lighting","SC-0161"
"Onkyo Fog Light Projectors - 3 Inches Projector Fog Lights",11500,11500,"/images/products/onkyo-fog-light-projectors-3-inches-projector-fog-lights.jpg","Lighting","SC-0162"
"Onkyo Grille Lights - 3 Lens Projector Spot Lights",9800,9800,"/images/products/onkyo-grille-lights-3-lens-projector-spot-lights.jpg","Lighting","SC-0163"
"Onkyo Led Lights X-E1200 - 242 Watts",6700,6700,"/images/products/onkyo-led-lights-x-e1200-242-watts.jpg","Lighting","SC-0164"
"Onkyo R-MS25 DSP Amplifier for car | Onkyo Digital Sound Processor R-MS25",13200,13200,"/images/products/onkyo-r-ms25-dsp-amplifier-for-car-onkyo-digital-sound-proce.jpg","Car Amplifiers","SC-0165"
"Onkyo R-MS55 DSP Amplifier for car | Onkyo Digital Sound Processor R-MS55",14200,14200,"/images/products/onkyo-r-ms55-dsp-amplifier-for-car-onkyo-digital-sound-proce.jpg","Car Amplifiers","SC-0166"
"Onkyo R-MS66 DSP Amplifier for car | Onkyo Digital Sound Processor R-MS66",18900,18900,"/images/products/onkyo-r-ms66-dsp-amplifier-for-car-onkyo-digital-sound-proce.jpg","Car Amplifiers","SC-0167"
"ONKYO V-T60.4A 4 Channel Class AB Amplifier",8200,8200,"/images/products/onkyo-v-t60-4a-4-channel-class-ab-amplifier.jpg","Car Amplifiers","SC-0168"
"Onkyo V-T750.5A 5 Channel Class A/B Amplifier",13600,13600,"/images/products/onkyo-v-t750-5a-5-channel-class-a-b-amplifier.jpg","Car Amplifiers","SC-0169"
"ONKYO V-T80.4A 4 Channel Class AB Amplifier",10200,10200,"/images/products/onkyo-v-t80-4a-4-channel-class-ab-amplifier.jpg","Car Amplifiers","SC-0170"
"ONKYO X-M650C2 6.5 Inch Mid Range Speaker",5990,5990,"/images/products/onkyo-x-m650c2-6-5-inch-mid-range-speaker.jpg","Car Speakers","SC-0171"
"Onkyo X-ME11 DSP Amplifier for car | Onkyo Digital Sound Processor X-ME11",9900,9900,"/images/products/onkyo-x-me11-dsp-amplifier-for-car-onkyo-digital-sound-proce.jpg","Car Amplifiers","SC-0172"
"Onkyo X-QD1120 android stereo 2/32GB",11900,11900,"/images/products/onkyo-x-qd1120-android-stereo-2-32gb.jpg","Car Stereos","SC-0173"
"Onkyo X-QD1120 PRO android stereo with certified wireless CarPlay &amp; A.A (2GB RAM / 32GB STORAGE) Free AHD Reverse Camera",11999,11999,"/images/products/onkyo-x-qd1120-pro-android-stereo-with-certified-wireless-ca.jpg","Car Stereos","SC-0174"
"Onkyo X-QD1150 Pro Android Stereo with Direct CarPlay &amp; Android Auto 2/32 GB (Free AHD Reverse Camera)",10900,10900,"/images/products/onkyo-x-qd1150-pro-android-stereo-with-direct-carplay-amp-an.jpg","Car Stereos","SC-0175"
"Onkyo X-QD1160 PRO Android Stereo with Certified Wireless CarPlay &amp; Android Auto(AHD Reverse Camera free)",11899,11899,"/images/products/onkyo-x-qd1160-pro-android-stereo-with-certified-wireless-ca.jpg","Car Stereos","SC-0176"
"Onkyo X-QD1530 Android stereo with 2GB RAM 32GB STORAGE (WITH 360 SUPPORT)",13900,13900,"/images/products/onkyo-x-qd1530-android-stereo-with-2gb-ram-32gb-storage-with.jpg","Car Stereos","SC-0177"
"Onkyo X-QD1530 Android stereo with 4GB RAM 64GB STORAGE (WITH 360 SUPPORT)",18800,18800,"/images/products/onkyo-x-qd1530-android-stereo-with-4gb-ram-64gb-storage-with.jpg","Car Stereos","SC-0178"
"Onkyo X-QD1750 android stereo 8 GB Ram 256 GB Storage (High End Model)",49900,49900,"/images/products/onkyo-x-qd1750-android-stereo-8-gb-ram-256-gb-storage-high-e.jpg","Car Stereos","SC-0179"
"Pioneer Car Underseat Woofer TS-WX400DA Class D Active Underseat Woofer 250 Watts Max Power",20300,20300,"/images/products/pioneer-car-underseat-woofer-ts-wx400da-class-d-active-under.jpg","Interior","SC-0180"
"Pioneer DMH-AP6650 BT Car Stereo",22999,22999,"/images/products/pioneer-dmh-ap6650-bt-car-stereo.jpg","Car Stereos","SC-0181"
"Pioneer TS-W1212D4 12&quot; Champion Series DVC Suwoofer (500W RMS 1600W Peak)",7190,7190,"/images/products/pioneer-ts-w1212d4-12-quot-champion-series-dvc-suwoofer-500w.jpg","Car Amplifiers","SC-0182"
"Pioneer TS-WX140DA - Class D Active Underseat Woofer",19660,19660,"/images/products/pioneer-ts-wx140da-class-d-active-underseat-woofer.jpg","Interior","SC-0183"
"Projector Fog Lamp Grill for Grand Vitara 2022 Onwards",4350,4350,"/images/products/projector-fog-lamp-grill-for-grand-vitara-2022-onwards.jpg","Car Amplifiers","SC-0184"
"Rain Gaurd for car speakers | Ferry Water Gaurd 6.5 inches Heavy Plastic ABS quality",620,620,"/images/products/rain-gaurd-for-car-speakers-ferry-water-gaurd-6-5-inches-hea.jpg","Car Speakers","SC-0185"
"Renault Kiger android stereo - 4/64 GB With Android Frame",6800,6800,"/images/products/renault-kiger-android-stereo-4-64-gb-with-android-frame.jpg","Car Stereos","SC-0186"
"Rockford Fosgate R1675-S R1 Prime 2-Way Component Speaker System",6500,6500,"/images/products/rockford-fosgate-r1675-s-r1-prime-2-way-component-speaker-sy.jpg","Car Speakers","SC-0187"
"S cross Camera Activator - To turn on Aftermarket Camera in Orignal Stereo",950,950,"/images/products/s-cross-camera-activator-to-turn-on-aftermarket-camera-in-or.jpg","Car Stereos","SC-0188"
"S cross Camera Activator - To turn on orignal camera in Android Stereo",850,850,"/images/products/s-cross-camera-activator-to-turn-on-orignal-camera-in-androi.jpg","Car Stereos","SC-0189"
"Sansui EGON-1000 Ultra Slim Active Underseat Subwoofer 1000 Watts",12450,12450,"/images/products/sansui-egon-1000-ultra-slim-active-underseat-subwoofer-1000-.jpg","Car Subwoofers","SC-0190"
"Sansui EGON-810 Ultra Slim Active Underseat Subwoofer 1000 Watts",11300,11300,"/images/products/sansui-egon-810-ultra-slim-active-underseat-subwoofer-1000-w.jpg","Car Subwoofers","SC-0191"
"Scorpio N 3 inches Projector Fog Lamp Grill",3600,3600,"/images/products/scorpio-n-3-inches-projector-fog-lamp-grill.jpg","Car Amplifiers","SC-0192"
"Scorpio N centre speaker with Grill",7600,7600,"/images/products/scorpio-n-centre-speaker-with-grill.jpg","Car Speakers","SC-0193"
"Scorpio N Maybach Grill",7400,7400,"/images/products/scorpio-n-maybach-grill.jpg","Exterior","SC-0194"
"Sound Booster DBES 100.4 4 Channel Amplifier Class D",8400,8400,"/images/products/sound-booster-dbes-100-4-4-channel-amplifier-class-d.jpg","Car Amplifiers","SC-0195"
"Sound Booster DBES 1000.1 Mono Amplifier 1000W RMS w/Bass controller Class D",9200,9200,"/images/products/sound-booster-dbes-1000-1-mono-amplifier-1000w-rms-w-bass-co.jpg","Car Amplifiers","SC-0196"
"Speaker Rain Gaurd for Baleno 2016 onwards | Ferry Water Gaurd 6.5 inches Heavy Plastic ABS quality | 1 Pair Speaker Coupler | Proper Fit speaker Coupler",750,750,"/images/products/speaker-rain-gaurd-for-baleno-2016-onwards-ferry-water-gaurd.jpg","Car Speakers","SC-0197"
"Speaker Rain Gaurd for Brezza | Ferry Water Gaurd 6.5 inches Heavy Plastic ABS quality | 1 Pair Speaker Coupler | Proper Fit speaker Coupler",750,750,"/images/products/speaker-rain-gaurd-for-brezza-ferry-water-gaurd-6-5-inches-h.jpg","Car Speakers","SC-0198"
"Speaker Rain Gaurd for Fronx | Ferry Water Gaurd 6.5 inches Heavy Plastic ABS quality | 1 Pair Speaker Coupler | Proper Fit speaker Coupler",750,750,"/images/products/speaker-rain-gaurd-for-fronx-ferry-water-gaurd-6-5-inches-he.jpg","Car Speakers","SC-0199"
"Speaker Rain Gaurd for Grand Vitara | Ferry Water Gaurd 6.5 inches Heavy Plastic ABS quality | 1 Pair Speaker Coupler | Proper Fit speaker Coupler",750,750,"/images/products/speaker-rain-gaurd-for-grand-vitara-ferry-water-gaurd-6-5-in.jpg","Car Speakers","SC-0200"
"Speaker Rain Gaurd for Hyundai Creta | Ferry Water Gaurd 6.5 inches Heavy Plastic ABS quality | 1 Pair Speaker Coupler | Proper Fit speaker Coupler",750,750,"/images/products/speaker-rain-gaurd-for-hyundai-creta-ferry-water-gaurd-6-5-i.jpg","Car Speakers","SC-0201"
"Speaker Rain Gaurd for Hyundai Creta| Ferry Water Gaurd 6.5 inches Heavy Plastic ABS quality | 1 Pair Speaker Coupler | Proper Fit speaker Coupler",750,750,"/images/products/speaker-rain-gaurd-for-hyundai-creta-ferry-water-gaurd-6-5-i.jpg","Car Speakers","SC-0202"
"Speaker Rain Gaurd for Hyundai Exter| Ferry Water Gaurd 6.5 inches Heavy Plastic ABS quality | 1 Pair Speaker Coupler | Proper Fit speaker Coupler",750,750,"/images/products/speaker-rain-gaurd-for-hyundai-exter-ferry-water-gaurd-6-5-i.jpg","Car Speakers","SC-0203"
"Speaker Rain Gaurd for Hyundai Grand i10 nios| Ferry Water Gaurd 6.5 inches Heavy Plastic ABS quality | 1 Pair Speaker Coupler | Proper Fit speaker Coupler",750,750,"/images/products/speaker-rain-gaurd-for-hyundai-grand-i10-nios-ferry-water-ga.jpg","Car Speakers","SC-0204"
"Speaker Rain Gaurd for Hyundai i20 | Ferry Water Gaurd 6.5 inches Heavy Plastic ABS quality | 1 Pair Speaker Coupler | Proper Fit speaker Coupler",750,750,"/images/products/speaker-rain-gaurd-for-hyundai-i20-ferry-water-gaurd-6-5-inc.jpg","Car Speakers","SC-0205"
"Speaker Rain Gaurd for Hyundai New Creta | Ferry Water Gaurd 6.5 inches Heavy Plastic ABS quality | 1 Pair Speaker Coupler | Proper Fit speaker Coupler",750,750,"/images/products/speaker-rain-gaurd-for-hyundai-new-creta-ferry-water-gaurd-6.jpg","Car Speakers","SC-0206"
"Speaker Rain Gaurd for Hyundai New i20 elite | Ferry Water Gaurd 6.5 inches Heavy Plastic ABS quality | 1 Pair Speaker Coupler | Proper Fit speaker Coupler",750,750,"/images/products/speaker-rain-gaurd-for-hyundai-new-i20-elite-ferry-water-gau.jpg","Car Speakers","SC-0207"
"Speaker Rain Gaurd for Hyundai Venue| Ferry Water Gaurd 6.5 inches Heavy Plastic ABS quality | 1 Pair Speaker Coupler | Proper Fit speaker Coupler",750,750,"/images/products/speaker-rain-gaurd-for-hyundai-venue-ferry-water-gaurd-6-5-i.jpg","Car Speakers","SC-0208"
"Speaker Rain Gaurd for New Baleno| Ferry Water Gaurd 6.5 inches Heavy Plastic ABS quality | 1 Pair Speaker Coupler | Proper Fit speaker Coupler",750,750,"/images/products/speaker-rain-gaurd-for-new-baleno-ferry-water-gaurd-6-5-inch.jpg","Car Speakers","SC-0209"
"Speaker Rain Gaurd for Swift | Ferry Water Gaurd 6.5 inches Heavy Plastic ABS quality | 1 Pair Speaker Coupler | Proper Fit speaker Coupler",750,750,"/images/products/speaker-rain-gaurd-for-swift-ferry-water-gaurd-6-5-inches-he.jpg","Car Speakers","SC-0210"
"Speaker Spacers &amp; coupler combo for Maruti Cars",730,730,"/images/products/speaker-spacers-amp-coupler-combo-for-maruti-cars.jpg","Car Speakers","SC-0211"
"Superman Car Perfume Spray (50ml) - DC Comics OFFICIAL MERCHANDISE",1025,1025,"/images/products/superman-car-perfume-spray-50ml-dc-comics-official-merchandi.jpg","Car Perfumes","SC-0212"
"Swift 2018 onwards 9 inches Android Frame with Coupler",1100,1100,"/images/products/swift-2018-onwards-9-inches-android-frame-with-coupler.jpg","Car Stereos","SC-0213"
"Swift 2025 Height adjustment seat",9100,9100,"/images/products/swift-2025-height-adjustment-seat.jpg","Interior","SC-0214"
"Swift Camera Activator - To turn on Aftermarket Camera in Orignal Stereo",950,950,"/images/products/swift-camera-activator-to-turn-on-aftermarket-camera-in-orig.jpg","Car Stereos","SC-0215"
"Swift Camera Activator - To turn on orignal camera in Android Stereo",850,850,"/images/products/swift-camera-activator-to-turn-on-orignal-camera-in-android-.jpg","Car Stereos","SC-0216"
"Swift Top Model Steering - Leather Upholstery wrapped with all controls",6900,6900,"/images/products/swift-top-model-steering-leather-upholstery-wrapped-with-all.jpg","Interior","SC-0217"
"Taisor Screen Activator Video In Motion",1100,1100,"/images/products/taisor-screen-activator-video-in-motion.jpg","Accessories","SC-0218"
"Tata Altroz 9 inches Android Frame with Canbus",2900,2900,"/images/products/tata-altroz-9-inches-android-frame-with-canbus.jpg","Car Stereos","SC-0219"
"Tata Nexon 9 inches Android Frame with Canbus",3750,3750,"/images/products/tata-nexon-9-inches-android-frame-with-canbus.jpg","Car Stereos","SC-0220"
"Tata Nexon 9 inches Android Frame with Coupler",1450,1450,"/images/products/tata-nexon-9-inches-android-frame-with-coupler.jpg","Car Stereos","SC-0221"
"Tata Nexon android stereo - 4/64 GB With Android Frame",6800,6800,"/images/products/tata-nexon-android-stereo-4-64-gb-with-android-frame.jpg","Car Stereos","SC-0222"
"Tata Punch 9 inches Android Frame with Canbus",3750,3750,"/images/products/tata-punch-9-inches-android-frame-with-canbus.jpg","Car Stereos","SC-0223"
"Tata punch 9 inches Android Frame with Coupler",830,830,"/images/products/tata-punch-9-inches-android-frame-with-coupler.jpg","Car Stereos","SC-0224"
"Tata Punch android stereo - 4/64 GB With Android Frame",6800,6800,"/images/products/tata-punch-android-stereo-4-64-gb-with-android-frame.jpg","Car Stereos","SC-0225"
"Tata Tiago 9 inches Android Frame with Canbus",3750,3750,"/images/products/tata-tiago-9-inches-android-frame-with-canbus.jpg","Car Stereos","SC-0226"
"Tata Tigor 9 inches Android Frame with Canbus",3750,3750,"/images/products/tata-tigor-9-inches-android-frame-with-canbus.jpg","Car Stereos","SC-0227"
"The Joker Bobblehead Fiber Car Perfume with Batman Keychain | Action Figure Bobblehead | OFFICIAL DC MERCHANDISE Limited Edition for Car Dashboard &amp; Office Desk",1025,1025,"/images/products/the-joker-bobblehead-fiber-car-perfume-with-batman-keychain-.jpg","Car Amplifiers","SC-0228"
"The Joker Car Perfume Spray (50ml) - DC Comics OFFICIAL MERCHANDISE",1025,1025,"/images/products/the-joker-car-perfume-spray-50ml-dc-comics-official-merchand.jpg","Car Perfumes","SC-0229"
"Toyota Fortuner 2016 Onwards Ambient light",16400,16400,"/images/products/toyota-fortuner-2016-onwards-ambient-light.jpg","Lighting","SC-0230"
"Toyota Hyryder 9 inches Android Frame with Coupler (Gloss Black)",1400,1400,"/images/products/toyota-hyryder-9-inches-android-frame-with-coupler-gloss-bla.jpg","Car Stereos","SC-0231"
"Toyota Hyryder Steering with Audio &amp; Cruise Control Buttons Hub included",6500,6500,"/images/products/toyota-hyryder-steering-with-audio-amp-cruise-control-button.jpg","Car Amplifiers","SC-0232"
"Toyota Innova Crysta Reflector Lights with matrix function",1800,1800,"/images/products/toyota-innova-crysta-reflector-lights-with-matrix-function.jpg","Lighting","SC-0233"
"Toyota Innova Hycross Ambient lighting | Cardi K4 Set Of 17 Pieces",18500,18500,"/images/products/toyota-innova-hycross-ambient-lighting-cardi-k4-set-of-17-pi.jpg","Lighting","SC-0234"
"Toyota Innova Hycross Reflector Lights with matrix function",1800,1800,"/images/products/toyota-innova-hycross-reflector-lights-with-matrix-function.jpg","Lighting","SC-0235"
"Uno minda Foglamp Wiring",1350,1350,"/images/products/uno-minda-foglamp-wiring.jpg","Car Amplifiers","SC-0236"
"Unplug 2.0mm Damping Sheets | Pack of 10 sheets",6200,6200,"/images/products/unplug-2-0mm-damping-sheets-pack-of-10-sheets.jpg","Car Amplifiers","SC-0237"
"Unplug San Antonio 960 Android stereo with 4GB Ram 64GB Storage Licensed Model (FREE AHD REVERSE CAMERA)",14300,14300,"/images/products/unplug-san-antonio-960-android-stereo-with-4gb-ram-64gb-stor.jpg","Car Stereos","SC-0238"
"Unplug San Jose 660 Android stereo with 2GB Ram 64GB Storage Licensed Model (FREE AHD REVERSE CAMERA)",12490,12490,"/images/products/unplug-san-jose-660-android-stereo-with-2gb-ram-64gb-storage.jpg","Car Stereos","SC-0239"
"Venue Android stereo - 4/64 GB With Android Frame",6800,6800,"/images/products/venue-android-stereo-4-64-gb-with-android-frame.jpg","Car Stereos","SC-0240"
"Vextron XT6 Edition Noir – 6 INCHES Two-Way Coaxial Speakers",1850,1850,"/images/products/vextron-xt6-edition-noir-6-inches-two-way-coaxial-speakers.jpg","Car Speakers","SC-0241"
"Volkswagen Polo 2010-20 LED Reflector Lights - Design A",1800,1800,"/images/products/volkswagen-polo-2010-20-led-reflector-lights-design-a.jpg","Lighting","SC-0242"
"Volkswagen Polo android stereo - 4/64 GB With Android Frame",6800,6800,"/images/products/volkswagen-polo-android-stereo-4-64-gb-with-android-frame.jpg","Car Stereos","SC-0243"
"Volkswagen Virtus / Skoda Slavia ABS lip spoiler",4880,4880,"/images/products/volkswagen-virtus-skoda-slavia-abs-lip-spoiler.jpg","Car Accessories","SC-0244"
"Wagonr android stereo - 4/64 GB With Android Frame",5800,5800,"/images/products/wagonr-android-stereo-4-64-gb-with-android-frame.jpg","Car Stereos","SC-0245"
"XL6 Android Frame 9 Inches With Coupler",630,630,"/images/products/xl6-android-frame-9-inches-with-coupler.jpg","Car Stereos","SC-0246"
"XUV 3XO Reflector Lights with Matrix Function - Smoke Glass",3700,3700,"/images/products/xuv-3xo-reflector-lights-with-matrix-function-smoke-glass.jpg","Lighting","SC-0247"
"Xuv 3xo Wireless Charging Pad Mahindra Orignal Part",3650,3650,"/images/products/xuv-3xo-wireless-charging-pad-mahindra-orignal-part.jpg","Car Accessories","SC-0248"
"XUV 700 Real Carbon Steering Wheel",31000,31000,"/images/products/xuv-700-real-carbon-steering-wheel.jpg","Interior","SC-0249"
"Xuv 700 Wireless Charging Pad Mahindra Orignal Part",3650,3650,"/images/products/xuv-700-wireless-charging-pad-mahindra-orignal-part.jpg","Car Accessories","SC-0250"
"Yeemo DSP Amplifier for android stereo AMP02",4850,4850,"/images/products/yeemo-dsp-amplifier-for-android-stereo-amp02.jpg","Car Stereos","SC-0251"
"YueMi E1 Pro Car Android Stereo (2GB RAM 64GB ROM)",11000,11000,"/images/products/yuemi-e1-pro-car-android-stereo-2gb-ram-64gb-rom.jpg","Car Stereos","SC-0252"
"YueMi Ecosystem A4 4CHANNEL Class D Amplifier (4x100W)",10200,10200,"/images/products/yuemi-ecosystem-a4-4channel-class-d-amplifier-4x100w.jpg","Car Amplifiers","SC-0253"
"Yuemi Ecosystem P20 2&quot; LED Projector Fog Lamp for Cars",13900,13900,"/images/products/yuemi-ecosystem-p20-2-quot-led-projector-fog-lamp-for-cars.jpg","Car Amplifiers","SC-0254"
"Yuemi Ecosystem P50 3&quot; LED Projector Fog Lamp for Cars",13900,13900,"/images/products/yuemi-ecosystem-p50-3-quot-led-projector-fog-lamp-for-cars.jpg","Car Amplifiers","SC-0255"
"YueMi Ecosystem Q5 Dashcam 3 Channel Dashcam with Ai Number plate Detection",15900,15900,"/images/products/yuemi-ecosystem-q5-dashcam-3-channel-dashcam-with-ai-number-.jpg","Electronics","SC-0256"
"Yuemi Ecosystem Rear View Camera C-3, 1080P Dome Cap Style Rear AHD Camera",1900,1900,"/images/products/yuemi-ecosystem-rear-view-camera-c-3-1080p-dome-cap-style-re.jpg","Electronics","SC-0257"
"YueMi Ecosystem Reverse Camera 1080p | No drilling required",2300,2300,"/images/products/yuemi-ecosystem-reverse-camera-1080p-no-drilling-required.jpg","Electronics","SC-0258"
"YueMi G1 2.2MM Sound Damping Sheets (800x460MM) Pack of 10 Sheets",7000,7000,"/images/products/yuemi-g1-2-2mm-sound-damping-sheets-800x460mm-pack-of-10-she.jpg","Car Amplifiers","SC-0259"
"YueMi M1 Pro Car Android Stereo (4GB RAM 64GB ROM)",15900,15900,"/images/products/yuemi-m1-pro-car-android-stereo-4gb-ram-64gb-rom.jpg","Car Stereos","SC-0260"
"YueMi M11 Car Infotainment System 4GB RAM 64GB Storage | 11.5&quot; Display | Digital Knob Interface",29500,29500,"/images/products/yuemi-m11-car-infotainment-system-4gb-ram-64gb-storage-11-5-.jpg","Car Accessories","SC-0261"
"YueMi M2 2GB+32 GB Android Stereo with 360° Birdview Support &amp; DSP (DDR 4 RAM",18959,18959,"/images/products/yuemi-m2-2gb-32-gb-android-stereo-with-360-birdview-support-.jpg","Car Stereos","SC-0262"
"Yuemi M4 4GB+64 GB Multimedia Player with 360° Birdview, Support 4G Internet",24127,24127,"/images/products/yuemi-m4-4gb-64-gb-multimedia-player-with-360-birdview-suppo.jpg","Car Accessories","SC-0263"
